fixture_id,channel_id,subfixture_id,ma_fixture_id,ma_channel_id,patch_target_type,patch_target_id,patch_target_key,source_object_type,source_object_id,name,label,fixture_type,mode,patch,universe,address,raw_address,footprint,react_to_grandmaster,color,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,scale_x,scale_y,scale_z,source_file,metadata
1019,1019,,,1019,channel,1019,channel:1019,channel,1019,Lidi,Lidi,2 Dimmer 00,2,1.229,1,229,229,1,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_channel_patch.xml,"{""index"": ""37"", ""name"": ""Lidi"", ""channelid"": ""1019"", ""fixturetype.name"": ""2 Dimmer 00"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
1020,1020,,,1020,channel,1020,channel:1020,channel,1020,Lidi,Lidi,2 Dimmer 00,2,1.230,1,230,230,1,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_channel_patch.xml,"{""index"": ""38"", ""name"": ""Lidi"", ""channelid"": ""1020"", ""fixturetype.name"": ""2 Dimmer 00"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
1021,1021,,,1021,channel,1021,channel:1021,channel,1021,Lidi,Lidi,2 Dimmer 00,2,1.231,1,231,231,1,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_channel_patch.xml,"{""index"": ""39"", ""name"": ""Lidi"", ""channelid"": ""1021"", ""fixturetype.name"": ""2 Dimmer 00"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
1022,1022,,,1022,channel,1022,channel:1022,channel,1022,Lidi,Lidi,2 Dimmer 00,2,1.232,1,232,232,1,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_channel_patch.xml,"{""index"": ""40"", ""name"": ""Lidi"", ""channelid"": ""1022"", ""fixturetype.name"": ""2 Dimmer 00"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
1023,1023,,,1023,channel,1023,channel:1023,channel,1023,Lidi,Lidi,2 Dimmer 00,2,1.233,1,233,233,1,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_channel_patch.xml,"{""index"": ""41"", ""name"": ""Lidi"", ""channelid"": ""1023"", ""fixturetype.name"": ""2 Dimmer 00"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
1024,1024,,,1024,channel,1024,channel:1024,channel,1024,Lidi,Lidi,2 Dimmer 00,2,1.234,1,234,234,1,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_channel_patch.xml,"{""index"": ""42"", ""name"": ""Lidi"", ""channelid"": ""1024"", ""fixturetype.name"": ""2 Dimmer 00"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
1025,1025,,,1025,channel,1025,channel:1025,channel,1025,Lidi,Lidi,2 Dimmer 00,2,1.235,1,235,235,1,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_channel_patch.xml,"{""index"": ""43"", ""name"": ""Lidi"", ""channelid"": ""1025"", ""fixturetype.name"": ""2 Dimmer 00"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
1026,1026,,,1026,channel,1026,channel:1026,channel,1026,Lidi,Lidi,2 Dimmer 00,2,1.236,1,236,236,1,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_channel_patch.xml,"{""index"": ""44"", ""name"": ""Lidi"", ""channelid"": ""1026"", ""fixturetype.name"": ""2 Dimmer 00"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
1027,1027,,,1027,channel,1027,channel:1027,channel,1027,Lidi,Lidi,2 Dimmer 00,2,1.237,1,237,237,1,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_channel_patch.xml,"{""index"": ""45"", ""name"": ""Lidi"", ""channelid"": ""1027"", ""fixturetype.name"": ""2 Dimmer 00"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
1028,1028,,,1028,channel,1028,channel:1028,channel,1028,Lidi,Lidi,2 Dimmer 00,2,1.238,1,238,238,1,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_channel_patch.xml,"{""index"": ""46"", ""name"": ""Lidi"", ""channelid"": ""1028"", ""fixturetype.name"": ""2 Dimmer 00"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
1029,1029,,,1029,channel,1029,channel:1029,channel,1029,Lidi,Lidi,2 Dimmer 00,2,1.239,1,239,239,1,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_channel_patch.xml,"{""index"": ""47"", ""name"": ""Lidi"", ""channelid"": ""1029"", ""fixturetype.name"": ""2 Dimmer 00"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
1030,1030,,,1030,channel,1030,channel:1030,channel,1030,Lidi,Lidi,2 Dimmer 00,2,1.240,1,240,240,1,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_channel_patch.xml,"{""index"": ""48"", ""name"": ""Lidi"", ""channelid"": ""1030"", ""fixturetype.name"": ""2 Dimmer 00"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
1,,,1,,fixture,1,fixture:1,fixture,1,Spiider 1,Spiider 1,3 Robin Spiider Mode 3,3,2.001,2,1,513,25,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""1"", ""name"": ""Spiider 1"", ""fixtureid"": ""1"", ""fixturetype.name"": ""3 Robin Spiider Mode 3"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
2,,,2,,fixture,2,fixture:2,fixture,2,Spiider 2,Spiider 2,3 Robin Spiider Mode 3,3,2.034,2,34,546,25,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""2"", ""name"": ""Spiider 2"", ""fixtureid"": ""2"", ""fixturetype.name"": ""3 Robin Spiider Mode 3"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
3,,,3,,fixture,3,fixture:3,fixture,3,Spiider 3,Spiider 3,3 Robin Spiider Mode 3,3,2.067,2,67,579,25,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""3"", ""name"": ""Spiider 3"", ""fixtureid"": ""3"", ""fixturetype.name"": ""3 Robin Spiider Mode 3"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
4,,,4,,fixture,4,fixture:4,fixture,4,Spiider 4,Spiider 4,3 Robin Spiider Mode 3,3,2.100,2,100,612,25,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""4"", ""name"": ""Spiider 4"", ""fixtureid"": ""4"", ""fixturetype.name"": ""3 Robin Spiider Mode 3"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
5,,,5,,fixture,5,fixture:5,fixture,5,Spiider 5,Spiider 5,3 Robin Spiider Mode 3,3,4.001,4,1,1537,25,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""5"", ""name"": ""Spiider 5"", ""fixtureid"": ""5"", ""fixturetype.name"": ""3 Robin Spiider Mode 3"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
6,,,6,,fixture,6,fixture:6,fixture,6,Spiider 6,Spiider 6,3 Robin Spiider Mode 3,3,4.034,4,34,1570,25,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""6"", ""name"": ""Spiider 6"", ""fixtureid"": ""6"", ""fixturetype.name"": ""3 Robin Spiider Mode 3"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
7,,,7,,fixture,7,fixture:7,fixture,7,Spiider 7,Spiider 7,3 Robin Spiider Mode 3,3,4.067,4,67,1603,25,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""7"", ""name"": ""Spiider 7"", ""fixtureid"": ""7"", ""fixturetype.name"": ""3 Robin Spiider Mode 3"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
8,,,8,,fixture,8,fixture:8,fixture,8,Spiider 8,Spiider 8,3 Robin Spiider Mode 3,3,4.100,4,100,1636,25,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""8"", ""name"": ""Spiider 8"", ""fixtureid"": ""8"", ""fixturetype.name"": ""3 Robin Spiider Mode 3"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
11,,,11,,fixture,11,fixture:11,fixture,11,Esprite 1,Esprite 1,11 Robin Esprite Mode 2,11,2.133,2,133,645,40,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""9"", ""name"": ""Esprite 1"", ""fixtureid"": ""11"", ""fixturetype.name"": ""11 Robin Esprite Mode 2"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
12,,,12,,fixture,12,fixture:12,fixture,12,Esprite 2,Esprite 2,11 Robin Esprite Mode 2,11,2.175,2,175,687,40,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""10"", ""name"": ""Esprite 2"", ""fixtureid"": ""12"", ""pointofview"": ""2.911"", ""fixturetype.name"": ""11 Robin Esprite Mode 2"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
13,,,13,,fixture,13,fixture:13,fixture,13,Esprite 3,Esprite 3,11 Robin Esprite Mode 2,11,3.001,3,1,1025,40,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""11"", ""name"": ""Esprite 3"", ""fixtureid"": ""13"", ""fixturetype.name"": ""11 Robin Esprite Mode 2"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
14,,,14,,fixture,14,fixture:14,fixture,14,Esprite 4,Esprite 4,11 Robin Esprite Mode 2,11,3.043,3,43,1067,40,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""12"", ""name"": ""Esprite 4"", ""fixtureid"": ""14"", ""fixturetype.name"": ""11 Robin Esprite Mode 2"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
15,,,15,,fixture,15,fixture:15,fixture,15,Esprite 5,Esprite 5,11 Robin Esprite Mode 2,11,3.085,3,85,1109,40,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""13"", ""name"": ""Esprite 5"", ""fixtureid"": ""15"", ""fixturetype.name"": ""11 Robin Esprite Mode 2"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
16,,,16,,fixture,16,fixture:16,fixture,16,Esprite 6,Esprite 6,11 Robin Esprite Mode 2,11,3.127,3,127,1151,40,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""14"", ""name"": ""Esprite 6"", ""fixtureid"": ""16"", ""fixturetype.name"": ""11 Robin Esprite Mode 2"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
17,,,17,,fixture,17,fixture:17,fixture,17,Esprite 7,Esprite 7,11 Robin Esprite Mode 2,11,4.133,4,133,1669,40,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""15"", ""name"": ""Esprite 7"", ""fixtureid"": ""17"", ""pointofview"": ""354.738"", ""fixturetype.name"": ""11 Robin Esprite Mode 2"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
18,,,18,,fixture,18,fixture:18,fixture,18,Esprite 8,Esprite 8,11 Robin Esprite Mode 2,11,4.175,4,175,1711,40,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""16"", ""name"": ""Esprite 8"", ""fixtureid"": ""18"", ""fixturetype.name"": ""11 Robin Esprite Mode 2"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
21,,,21,,fixture,21,fixture:21,fixture,21,Robin TetraX 1,Robin TetraX 1,9 Robin TetraX Mode 4-Pixel RGBW,9,11.001,11,1,5121,11,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""17"", ""name"": ""Robin TetraX 1"", ""fixtureid"": ""21"", ""fixturetype.name"": ""9 Robin TetraX Mode 4-Pixel RGBW"", ""subfixture.index"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22""], ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
22,,,22,,fixture,22,fixture:22,fixture,22,Robin TetraX 2,Robin TetraX 2,9 Robin TetraX Mode 4-Pixel RGBW,9,11.086,11,86,5206,11,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""18"", ""name"": ""Robin TetraX 2"", ""fixtureid"": ""22"", ""fixturetype.name"": ""9 Robin TetraX Mode 4-Pixel RGBW"", ""subfixture.index"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22""], ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
23,,,23,,fixture,23,fixture:23,fixture,23,Robin TetraX 3,Robin TetraX 3,9 Robin TetraX Mode 4-Pixel RGBW,9,11.171,11,171,5291,11,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""19"", ""name"": ""Robin TetraX 3"", ""fixtureid"": ""23"", ""fixturetype.name"": ""9 Robin TetraX Mode 4-Pixel RGBW"", ""subfixture.index"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22""], ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
24,,,24,,fixture,24,fixture:24,fixture,24,Robin TetraX 4,Robin TetraX 4,9 Robin TetraX Mode 4-Pixel RGBW,9,11.256,11,256,5376,11,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""20"", ""name"": ""Robin TetraX 4"", ""fixtureid"": ""24"", ""fixturetype.name"": ""9 Robin TetraX Mode 4-Pixel RGBW"", ""subfixture.index"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22""], ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
25,,,25,,fixture,25,fixture:25,fixture,25,Robin TetraX 5,Robin TetraX 5,9 Robin TetraX Mode 4-Pixel RGBW,9,11.341,11,341,5461,11,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""21"", ""name"": ""Robin TetraX 5"", ""fixtureid"": ""25"", ""fixturetype.name"": ""9 Robin TetraX Mode 4-Pixel RGBW"", ""subfixture.index"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22""], ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
26,,,26,,fixture,26,fixture:26,fixture,26,Robin TetraX 6,Robin TetraX 6,9 Robin TetraX Mode 4-Pixel RGBW,9,11.426,11,426,5546,11,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""22"", ""name"": ""Robin TetraX 6"", ""fixtureid"": ""26"", ""fixturetype.name"": ""9 Robin TetraX Mode 4-Pixel RGBW"", ""subfixture.index"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22""], ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
27,,,27,,fixture,27,fixture:27,fixture,27,Robin TetraX 7,Robin TetraX 7,9 Robin TetraX Mode 4-Pixel RGBW,9,7.001,7,1,3073,11,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""23"", ""name"": ""Robin TetraX 7"", ""fixtureid"": ""27"", ""fixturetype.name"": ""9 Robin TetraX Mode 4-Pixel RGBW"", ""subfixture.index"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22""], ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
28,,,28,,fixture,28,fixture:28,fixture,28,Robin TetraX 8,Robin TetraX 8,9 Robin TetraX Mode 4-Pixel RGBW,9,7.086,7,86,3158,11,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""24"", ""name"": ""Robin TetraX 8"", ""fixtureid"": ""28"", ""fixturetype.name"": ""9 Robin TetraX Mode 4-Pixel RGBW"", ""subfixture.index"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22""], ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
31,,,31,,fixture,31,fixture:31,fixture,31,Robin SVB1 1,Robin SVB1 1,7 Robin SVB1 Mode 3 - Pixel,7,,,0,0,15,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""25"", ""name"": ""Robin SVB1 1"", ""fixtureid"": ""31"", ""fixturetype.name"": ""7 Robin SVB1 Mode 3 - Pixel"", ""subfixture.index"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8""], ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
