fixture_id,channel_id,subfixture_id,ma_fixture_id,ma_channel_id,patch_target_type,patch_target_id,patch_target_key,source_object_type,source_object_id,name,label,fixture_type,mode,patch,universe,address,raw_address,footprint,react_to_grandmaster,color,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,scale_x,scale_y,scale_z,source_file,metadata
32,,,32,,fixture,32,fixture:32,fixture,32,Robin SVB1 2,Robin SVB1 2,7 Robin SVB1 Mode 3 - Pixel,7,,,0,0,15,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""26"", ""name"": ""Robin SVB1 2"", ""fixtureid"": ""32"", ""fixturetype.name"": ""7 Robin SVB1 Mode 3 - Pixel"", ""subfixture.index"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8""], ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
33,,,33,,fixture,33,fixture:33,fixture,33,Robin SVB1 3,Robin SVB1 3,7 Robin SVB1 Mode 3 - Pixel,7,,,0,0,15,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""27"", ""name"": ""Robin SVB1 3"", ""fixtureid"": ""33"", ""fixturetype.name"": ""7 Robin SVB1 Mode 3 - Pixel"", ""subfixture.index"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8""], ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
34,,,34,,fixture,34,fixture:34,fixture,34,Robin SVB1 4,Robin SVB1 4,7 Robin SVB1 Mode 3 - Pixel,7,,,0,0,15,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""28"", ""name"": ""Robin SVB1 4"", ""fixtureid"": ""34"", ""fixturetype.name"": ""7 Robin SVB1 Mode 3 - Pixel"", ""subfixture.index"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8""], ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
35,,,35,,fixture,35,fixture:35,fixture,35,Robin SVB1 5,Robin SVB1 5,7 Robin SVB1 Mode 3 - Pixel,7,,,0,0,15,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""29"", ""name"": ""Robin SVB1 5"", ""fixtureid"": ""35"", ""fixturetype.name"": ""7 Robin SVB1 Mode 3 - Pixel"", ""subfixture.index"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8""], ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
36,,,36,,fixture,36,fixture:36,fixture,36,Robin SVB1 6,Robin SVB1 6,7 Robin SVB1 Mode 3 - Pixel,7,,,0,0,15,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""30"", ""name"": ""Robin SVB1 6"", ""fixtureid"": ""36"", ""fixturetype.name"": ""7 Robin SVB1 Mode 3 - Pixel"", ""subfixture.index"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8""], ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
37,,,37,,fixture,37,fixture:37,fixture,37,Robin SVB1 7,Robin SVB1 7,7 Robin SVB1 Mode 3 - Pixel,7,,,0,0,15,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""31"", ""name"": ""Robin SVB1 7"", ""fixtureid"": ""37"", ""fixturetype.name"": ""7 Robin SVB1 Mode 3 - Pixel"", ""subfixture.index"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8""], ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
38,,,38,,fixture,38,fixture:38,fixture,38,Robin SVB1 8,Robin SVB1 8,7 Robin SVB1 Mode 3 - Pixel,7,,,0,0,15,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""32"", ""name"": ""Robin SVB1 8"", ""fixtureid"": ""38"", ""fixturetype.name"": ""7 Robin SVB1 Mode 3 - Pixel"", ""subfixture.index"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8""], ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
41,,,41,,fixture,41,fixture:41,fixture,41,RLB350M1 1,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,12,13.001,13,1,6145,14,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""35"", ""name"": ""RLB350M1 1"", ""fixtureid"": ""41"", ""fixturetype.name"": ""12 Robin LEDBeam 350 Mode 1"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
42,,,42,,fixture,42,fixture:42,fixture,42,RLB350M1 2,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,12,13.023,13,23,6167,14,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""36"", ""name"": ""RLB350M1 2"", ""fixtureid"": ""42"", ""fixturetype.name"": ""12 Robin LEDBeam 350 Mode 1"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
43,,,43,,fixture,43,fixture:43,fixture,43,RLB350M1 3,RLB350M1 3,12 Robin LEDBeam 350 Mode 1,12,13.045,13,45,6189,14,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""37"", ""name"": ""RLB350M1 3"", ""fixtureid"": ""43"", ""fixturetype.name"": ""12 Robin LEDBeam 350 Mode 1"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
44,,,44,,fixture,44,fixture:44,fixture,44,RLB350M1 4,RLB350M1 4,12 Robin LEDBeam 350 Mode 1,12,13.067,13,67,6211,14,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""38"", ""name"": ""RLB350M1 4"", ""fixtureid"": ""44"", ""fixturetype.name"": ""12 Robin LEDBeam 350 Mode 1"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
45,,,45,,fixture,45,fixture:45,fixture,45,RLB350M1 5,RLB350M1 5,12 Robin LEDBeam 350 Mode 1,12,13.089,13,89,6233,14,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""39"", ""name"": ""RLB350M1 5"", ""fixtureid"": ""45"", ""fixturetype.name"": ""12 Robin LEDBeam 350 Mode 1"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
46,,,46,,fixture,46,fixture:46,fixture,46,RLB350M1 6,RLB350M1 6,12 Robin LEDBeam 350 Mode 1,12,13.111,13,111,6255,14,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""40"", ""name"": ""RLB350M1 6"", ""fixtureid"": ""46"", ""fixturetype.name"": ""12 Robin LEDBeam 350 Mode 1"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
47,,,47,,fixture,47,fixture:47,fixture,47,RLB350M1 7,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,12,5.001,5,1,2049,14,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""41"", ""name"": ""RLB350M1 7"", ""fixtureid"": ""47"", ""fixturetype.name"": ""12 Robin LEDBeam 350 Mode 1"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
48,,,48,,fixture,48,fixture:48,fixture,48,RLB350M1 8,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,12,5.023,5,23,2071,14,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""42"", ""name"": ""RLB350M1 8"", ""fixtureid"": ""48"", ""fixturetype.name"": ""12 Robin LEDBeam 350 Mode 1"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
49,,,49,,fixture,49,fixture:49,fixture,49,RLB350M1 9,RLB350M1 9,12 Robin LEDBeam 350 Mode 1,12,5.045,5,45,2093,14,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""43"", ""name"": ""RLB350M1 9"", ""fixtureid"": ""49"", ""fixturetype.name"": ""12 Robin LEDBeam 350 Mode 1"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
50,,,50,,fixture,50,fixture:50,fixture,50,RLB350M1 10,RLB350M1 10,12 Robin LEDBeam 350 Mode 1,12,5.067,5,67,2115,14,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""44"", ""name"": ""RLB350M1 10"", ""fixtureid"": ""50"", ""fixturetype.name"": ""12 Robin LEDBeam 350 Mode 1"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
51,,,51,,fixture,51,fixture:51,fixture,51,RLB350M1 11,RLB350M1 11,12 Robin LEDBeam 350 Mode 1,12,5.089,5,89,2137,14,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""45"", ""name"": ""RLB350M1 11"", ""fixtureid"": ""51"", ""fixturetype.name"": ""12 Robin LEDBeam 350 Mode 1"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
52,,,52,,fixture,52,fixture:52,fixture,52,RLB350M1 12,RLB350M1 12,12 Robin LEDBeam 350 Mode 1,12,5.111,5,111,2159,14,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""46"", ""name"": ""RLB350M1 12"", ""fixtureid"": ""52"", ""fixturetype.name"": ""12 Robin LEDBeam 350 Mode 1"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
61,,,61,,fixture,61,fixture:61,fixture,61,HotboxW8 1,HotboxW8 1,14 Hotbox RGBW 8 channel,14,2.217,2,217,729,8,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""49"", ""name"": ""HotboxW8 1"", ""fixtureid"": ""61"", ""fixturetype.name"": ""14 Hotbox RGBW 8 channel"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
62,,,62,,fixture,62,fixture:62,fixture,62,HotboxW8 2,HotboxW8 2,14 Hotbox RGBW 8 channel,14,2.225,2,225,737,8,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""50"", ""name"": ""HotboxW8 2"", ""fixtureid"": ""62"", ""fixturetype.name"": ""14 Hotbox RGBW 8 channel"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
63,,,63,,fixture,63,fixture:63,fixture,63,HotboxW8 3,HotboxW8 3,14 Hotbox RGBW 8 channel,14,2.233,2,233,745,8,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""52"", ""name"": ""HotboxW8 3"", ""fixtureid"": ""63"", ""fixturetype.name"": ""14 Hotbox RGBW 8 channel"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
64,,,64,,fixture,64,fixture:64,fixture,64,HotboxW8 4,HotboxW8 4,14 Hotbox RGBW 8 channel,14,2.241,2,241,753,8,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""53"", ""name"": ""HotboxW8 4"", ""fixtureid"": ""64"", ""fixturetype.name"": ""14 Hotbox RGBW 8 channel"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
65,,,65,,fixture,65,fixture:65,fixture,65,HotboxW8 5,HotboxW8 5,14 Hotbox RGBW 8 channel,14,2.249,2,249,761,8,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""54"", ""name"": ""HotboxW8 5"", ""fixtureid"": ""65"", ""fixturetype.name"": ""14 Hotbox RGBW 8 channel"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
66,,,66,,fixture,66,fixture:66,fixture,66,HotboxW8 6,HotboxW8 6,14 Hotbox RGBW 8 channel,14,2.257,2,257,769,8,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""55"", ""name"": ""HotboxW8 6"", ""fixtureid"": ""66"", ""fixturetype.name"": ""14 Hotbox RGBW 8 channel"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
67,,,67,,fixture,67,fixture:67,fixture,67,HotboxW8 1,HotboxW8 1,14 Hotbox RGBW 8 channel,14,1.401,1,401,401,8,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""51"", ""name"": ""HotboxW8 1"", ""fixtureid"": ""67"", ""fixturetype.name"": ""14 Hotbox RGBW 8 channel"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
71,,,71,,fixture,71,fixture:71,fixture,71,HelM1 1,HelM1 1,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,16,14.001,14,1,6657,4,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""56"", ""name"": ""HelM1 1"", ""fixtureid"": ""71"", ""fixturetype.name"": ""16 Helios Tube 1: RGB - 1 Pixel - Strobe Off"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
72,,,72,,fixture,72,fixture:72,fixture,72,HelM1 2,HelM1 2,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,16,14.004,14,4,6660,4,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""57"", ""name"": ""HelM1 2"", ""fixtureid"": ""72"", ""fixturetype.name"": ""16 Helios Tube 1: RGB - 1 Pixel - Strobe Off"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
73,,,73,,fixture,73,fixture:73,fixture,73,HelM1 3,HelM1 3,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,16,14.007,14,7,6663,4,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""58"", ""name"": ""HelM1 3"", ""fixtureid"": ""73"", ""fixturetype.name"": ""16 Helios Tube 1: RGB - 1 Pixel - Strobe Off"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
74,,,74,,fixture,74,fixture:74,fixture,74,HelM1 4,HelM1 4,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,16,14.010,14,10,6666,4,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""59"", ""name"": ""HelM1 4"", ""fixtureid"": ""74"", ""fixturetype.name"": ""16 Helios Tube 1: RGB - 1 Pixel - Strobe Off"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
75,,,75,,fixture,75,fixture:75,fixture,75,HelM1 5,HelM1 5,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,16,14.013,14,13,6669,4,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""60"", ""name"": ""HelM1 5"", ""fixtureid"": ""75"", ""fixturetype.name"": ""16 Helios Tube 1: RGB - 1 Pixel - Strobe Off"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
76,,,76,,fixture,76,fixture:76,fixture,76,HelM1 6,HelM1 6,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,16,14.016,14,16,6672,4,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""61"", ""name"": ""HelM1 6"", ""fixtureid"": ""76"", ""fixturetype.name"": ""16 Helios Tube 1: RGB - 1 Pixel - Strobe Off"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
77,,,77,,fixture,77,fixture:77,fixture,77,HelM1 7,HelM1 7,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,16,14.019,14,19,6675,4,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""62"", ""name"": ""HelM1 7"", ""fixtureid"": ""77"", ""fixturetype.name"": ""16 Helios Tube 1: RGB - 1 Pixel - Strobe Off"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
78,,,78,,fixture,78,fixture:78,fixture,78,HelM1 8,HelM1 8,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,16,14.022,14,22,6678,4,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""63"", ""name"": ""HelM1 8"", ""fixtureid"": ""78"", ""fixturetype.name"": ""16 Helios Tube 1: RGB - 1 Pixel - Strobe Off"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
111,,,111,,fixture,111,fixture:111,fixture,111,WTF 1,WTF 1,10 Robin WTF Mode 4-Pixel mode,10,3.169,3,169,1193,15,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""33"", ""name"": ""WTF 1"", ""fixtureid"": ""111"", ""fixturetype.name"": ""10 Robin WTF Mode 4-Pixel mode"", ""subfixture.index"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31""], ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
112,,,112,,fixture,112,fixture:112,fixture,112,WTF 2,WTF 2,10 Robin WTF Mode 4-Pixel mode,10,3.275,3,275,1299,15,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""34"", ""name"": ""WTF 2"", ""fixtureid"": ""112"", ""fixturetype.name"": ""10 Robin WTF Mode 4-Pixel mode"", ""subfixture.index"": [""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31""], ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
666,,,666,,fixture,666,fixture:666,fixture,666,Robin T1 Profile FS 1,Robin T1 Profile FS 1,13 Robin T1 Profile FS Mode 3 - RGBAL,13,10.001,10,1,4609,41,True,ffffff,,,,,,,,,,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""47"", ""name"": ""Robin T1 Profile FS 1"", ""fixtureid"": ""666"", ""fixturetype.name"": ""13 Robin T1 Profile FS Mode 3 - RGBAL"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
667,,,667,,fixture,667,fixture:667,fixture,667,voko,voko,17 Arcsource 12 RGB 00,17,9.430,9,430,4526,4,True,ffffff,0,0,0,0,-0,0,1,1,1,C:\Users\lukas\Downloads\ma2_show_analyzer\ma2_show_analyzer\web_jobs\20260331-104358-8869294f\uploads\Studio_54_fixture_patch.xml,"{""index"": ""64"", ""name"": ""voko"", ""fixtureid"": ""667"", ""fixturetype.name"": ""17 Arcsource 12 RGB 00"", ""subfixture.index"": ""0"", ""subfixture.reacttograndmaster"": ""true"", ""subfixture.color"": ""ffffff""}"
